id,title,filtered_words_str,label
F057,Mind Control Confirmed by Sources,"operation,medical,pretty,throughout.,news,one,kid,management.,—,shocking,claims,mind,control,surface,internet.",FAKE
F158,Immortal Jellyfish Confirmed by Sources,"open,network,worry,per,hope,wall.,system,hour,whatever,personal,employee,role,economy,deep.,subject,difference,trade.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
F234,Flat Earth Confirmed by Sources,"best,make,process,rule,protect,daughter,ten.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F155,Flat Earth Confirmed by Sources,"student,hard,star,class,popular,rule.,blue,cup,actually,reflect,father,moment,prevent.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F106,Flat Earth Confirmed by Sources,"business,front,behavior,control.,race,doctor,end,finally,sing.,represent,want,happy.,—,shocking,claims,flat,earth,surface,internet.",FAKE
R051,New Report on Policy,"lose,case,work,sing.,news,organization,hot,seven,single,your.,experts,discuss,ongoing,developments,policy.",REAL
R203,New Report on Education,"lot,base,rock,friend,model,bit,turn.,political,whether,dog,brother,enough,natural,stay.,value,little,skin,same.,experts,discuss,ongoing,developments,education.",REAL
F063,Secret Cure Confirmed by Sources,"expect,significant,performance,team.,fund,dream,raise,card,series,receive.,low,interesting,business,project,mention.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R080,New Report on Policy,"west,offer,human,include.,almost,admit,financial.,experts,discuss,ongoing,developments,policy.",REAL
R226,New Report on Public Health,"authority,know,small,six,event.,guess,source,consider.,experts,discuss,ongoing,developments,public,health.",REAL
F144,Hoax Confirmed by Sources,"century,raise,former,stand,sort,official,station.,activity,fall,wind,whose,forget,whatever.,—,shocking,claims,hoax,surface,internet.",FAKE
F241,Flat Earth Confirmed by Sources,"position,including,happen,particularly.,position,size,list,truth.,buy,citizen,wall.,—,shocking,claims,flat,earth,surface,internet.",FAKE
R150,New Report on Election,"present,never,total,water,property.,member,standard,president,teacher,forget.,experts,discuss,ongoing,developments,election.",REAL
R153,New Report on Research,"friend,style,successful,feeling,team,state,your.,enter,physical,store,within,try,rate.,happen,seven,order,only.,experts,discuss,ongoing,developments,research.",REAL
F175,Hoax Confirmed by Sources,"message,say,town,central,head.,side,town.,serious,painting,end.,—,shocking,claims,hoax,surface,internet.",FAKE
F161,Immortal Jellyfish Confirmed by Sources,"protect,head,size,guy.,check,mrs,save,value,style,support,dark,simple.,huge,everyone,one,identify.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
F147,Secret Cure Confirmed by Sources,"stand,recent,federal,paper,pass.,stop,political,door.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F018,Secret Cure Confirmed by Sources,"case,film,author,ago,what.,like,stock,nothing,skill,bar,response,enough.,interview,account,language,try.,hundred,week,resource,administration,bring,unit.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F211,Celebrity Scandal Confirmed by Sources,"trade,less,brother,adult,certainly.,environment,hit,cost,read,indicate,know.,carry,different,society,dark,much.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
R117,New Report on Research,"environmental,watch,medical,join,past,easy,guess.,major,fall,item,half,worker,skin.,table,beyond,age,lead.,experts,discuss,ongoing,developments,research.",REAL
F016,Aliens Confirmed by Sources,"check,concern,tell,film,always,individual.,home,seat,financial,past,want,citizen,grow.,career,film,service,player.,bank,usually,forward.,—,shocking,claims,aliens,surface,internet.",FAKE
F029,Flat Earth Confirmed by Sources,"better,father,reduce,space,language.,hear,tough,society,free.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F205,Celebrity Scandal Confirmed by Sources,"quite,certain,evening,rather,easy,after.,experience,step,national,present,skin,someone.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
R112,New Report on Economic Growth,"particularly,exist,media,behavior,cup,sort,modern.,federal,toward,statement,employee,step.,window,way,program,executive,front.,experts,discuss,ongoing,developments,economic,growth.",REAL
F218,Government Cover-Up Confirmed by Sources,"edge,political,benefit,full,team,modern,study.,everyone,economic,remember,fly,poor.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
R187,New Report on Education,"rise,go,send,eight,laugh,not.,good,sit,daughter,per,staff,sea,brother,source.,special,compare,recently,only.,experts,discuss,ongoing,developments,education.",REAL
F087,Celebrity Scandal Confirmed by Sources,"gun,detail,walk,local,later,himself.,provide,expert,building,remember,tree,cold,rest.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
R171,New Report on Education,"realize,sort,value,land,draw,mind.,use,start,reason,region,board.,experts,discuss,ongoing,developments,education.",REAL
R113,New Report on Technology Breakthrough,"personal,ahead,soon,unit,finally,agent,perhaps.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R222,New Report on Public Health,"environmental,one,leg,win.,protect,lead.,trouble,need,adult,forget,statement,ask,whatever,where.,experts,discuss,ongoing,developments,public,health.",REAL
F233,Secret Cure Confirmed by Sources,"month,return,piece,health,director,science.,card,year,politics,daughter,product,wide,society,people.,price,wear,market,than.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R223,New Report on Climate Change,"strategy,campaign,soldier,simply,sense.,final,option,main,wife,care,something,gas,none.,experts,discuss,ongoing,developments,climate,change.",REAL
F224,Secret Cure Confirmed by Sources,"increase,education,structure,industry,course,consumer.,establish,top,continue,capital,mission,several.,real,adult,area,how.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R181,New Report on Climate Change,"situation,section,money,certain.,onto,drive,reason,crime,suddenly,financial.,experts,discuss,ongoing,developments,climate,change.",REAL
R056,New Report on Public Health,"network,man,throughout,organization,benefit,serious.,gun,form,others.,experts,discuss,ongoing,developments,public,health.",REAL
R110,New Report on Education,"magazine,pull,take,picture,operation,feel,coach.,represent,president,knowledge,commercial.,experts,discuss,ongoing,developments,education.",REAL
R219,New Report on Education,"building,ready,fine,research,group,party,difficult.,including,collection,age,product.,experts,discuss,ongoing,developments,education.",REAL
R224,New Report on Education,"simple,maintain,moment,speech.,pattern,number,hundred,economic,pass.,experts,discuss,ongoing,developments,education.",REAL
F178,Immortal Jellyfish Confirmed by Sources,"identify,glass,bar,want,former,indeed,actually.,method,deep,candidate,world,amount,study,direction,physical.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
F074,Secret Cure Confirmed by Sources,"final,dark,walk,maybe,provide,already,chance,brother.,opportunity,second,national,force.,executive,everybody,program,point.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R034,New Report on Budget Report,"ready,everybody,every,last,begin.,father,safe,week,message,training.,decision,majority,true,less.,experts,discuss,ongoing,developments,budget,report.",REAL
R095,New Report on Policy,"end,safe,compare,soon,war.,grow,fund,stage,site.,experts,discuss,ongoing,developments,policy.",REAL
F011,Aliens Confirmed by Sources,"keep,morning,heart,film,activity.,—,shocking,claims,aliens,surface,internet.",FAKE
R162,New Report on Policy,"impact,decade,build,else.,present,art,speak,nice,generation,decision,similar.,experts,discuss,ongoing,developments,policy.",REAL
R218,New Report on Election,"crime,development,decision,organization,little,memory,full.,experts,discuss,ongoing,developments,election.",REAL
F136,Miracle Drug Confirmed by Sources,"factor,anything,hand.,memory,including,run,able,already,cold.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R108,New Report on Economic Growth,"rock,world.,parent,less,act,president.,life,yard,activity,another,pick,hold,drive.,experts,discuss,ongoing,developments,economic,growth.",REAL
R186,New Report on Research,"instead,others,family,eat,window,behavior,available.,group,fact,anything,eat,ready.,identify,degree,try,similar,low,particularly.,experts,discuss,ongoing,developments,research.",REAL
R248,New Report on Technology Breakthrough,"week,reduce,short.,become,congress,example,treat,important,citizen.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
F045,Immortal Jellyfish Confirmed by Sources,"ready,theory,last,action.,represent,student,establish.,attack,whatever,ability,although.,structure,follow,full,area,seat,age,cultural,artist.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
F092,Secret Cure Confirmed by Sources,"speak,risk,director,visit,beat,sure.,address,still,prepare,interest,cold.,protect,probably,much,ten.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R100,New Report on Technology Breakthrough,"time,face,student,home.,six,court,media,agree,wall,structure,month,contain.,foot,often,skin,beautiful.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
F075,Miracle Drug Confirmed by Sources,"little,beyond,sing,society.,piece,front,street,name,cultural.,knowledge,least,research,official.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R059,New Report on Technology Breakthrough,"industry,care,if.,anything,go,throughout,thought.,beat,standard,interesting,second,cut,list.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
F213,Hoax Confirmed by Sources,"manager,never,best,several,know.,ground,simply,rock,result,attorney,exist,help.,coach,bed,go,food.,—,shocking,claims,hoax,surface,internet.",FAKE
R233,New Report on Education,"result,raise,list,church,strong.,part,add,health,middle,control,avoid,paper.,move,allow,three,history,general,tend.,experts,discuss,ongoing,developments,education.",REAL
F072,Mind Control Confirmed by Sources,"thus,network,understand,sense,meet,mother.,hotel,newspaper,actually,place,kitchen,paper.,—,shocking,claims,mind,control,surface,internet.",FAKE
R184,New Report on Budget Report,"laugh,administration,none.,clear,main,nearly,stay.,federal,card,recent,dog,glass,computer.,reflect,situation,couple,establish,time,section,difficult.,experts,discuss,ongoing,developments,budget,report.",REAL
F134,Secret Cure Confirmed by Sources,"spring,weight,meet,accept,indeed,car.,society,million,help,without,group,behind.,kid,morning,item,economy,season,front.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R096,New Report on Research,"consumer,short,management,finally,usually,collection.,dinner,manager,none,across,word.,experts,discuss,ongoing,developments,research.",REAL
R020,New Report on Policy,"truth,service,better,agent,left,follow.,perform,state.,central,goal,name,a.,experts,discuss,ongoing,developments,policy.",REAL
R067,New Report on Policy,"money,author,hour,allow.,experts,discuss,ongoing,developments,policy.",REAL
R215,New Report on Education,"positive,population,live,least.,care,sea,team,situation,move,marriage,nice.,experts,discuss,ongoing,developments,education.",REAL
R127,New Report on Policy,"maintain,four,less,sign,participant.,heart,two,number,tax,enjoy,continue.,experts,discuss,ongoing,developments,policy.",REAL
R235,New Report on Technology Breakthrough,"main,run,travel.,cell,today,property.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R163,New Report on Climate Change,"public,issue,likely,old,daughter,fish,stage.,enough,party,media.,experts,discuss,ongoing,developments,climate,change.",REAL
R002,New Report on Education,"require,mean,certainly,free.,media,positive,on.,cup,fire,develop,song,serve,worry,turn.,experts,discuss,ongoing,developments,education.",REAL
R021,New Report on Education,"learn,culture,language,fill,husband.,next,great,affect.,watch,conference,race,policy,magazine.,experts,discuss,ongoing,developments,education.",REAL
R013,New Report on Technology Breakthrough,"hospital,vote,different,foreign,performance.,let,cell,seek,audience,president.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
F195,Flat Earth Confirmed by Sources,"choice,anything,class,agreement,available.,ability,race,thank.,—,shocking,claims,flat,earth,surface,internet.",FAKE
R101,New Report on Research,"rock,soldier,face,health,run.,friend,girl,determine,get,wonder,development.,experts,discuss,ongoing,developments,research.",REAL
R055,New Report on Research,"religious,direction,require,report.,expect,wait,program,item,lot,audience,his.,experts,discuss,ongoing,developments,research.",REAL
F190,Secret Cure Confirmed by Sources,"everyone,produce,mean.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R004,New Report on Education,"accept,quickly,whatever,agree,start,decide,page.,city,theory,toward,area.,save,agree,congress,you.,experts,discuss,ongoing,developments,education.",REAL
F080,Celebrity Scandal Confirmed by Sources,"market,mother,alone,piece,book,point.,option,well,course,may.,high,within,reason,sing,figure,same.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
F049,Hoax Confirmed by Sources,"indeed,rock,voice,outside,meeting,successful.,—,shocking,claims,hoax,surface,internet.",FAKE
F184,Secret Cure Confirmed by Sources,"heart,live,fact,control,remember.,key,responsibility,house,fall,officer,employee.,specific,character,determine,decision,process,movement.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F030,Secret Cure Confirmed by Sources,"specific,town,language,outside,nearly,paper.,management,memory,address.,final,light,condition,sister,out.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R213,New Report on Budget Report,"agent,beyond,least,technology,particular.,evidence,century,picture,loss,major,relate,value,run.,system,red,sort,tonight.,newspaper,operation,effort,race,great,crime.,experts,discuss,ongoing,developments,budget,report.",REAL
F128,Immortal Jellyfish Confirmed by Sources,"difference,owner,natural,fast,travel.,international,sense,player,bank.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R231,New Report on Policy,"art,side,either,ball,reason.,experts,discuss,ongoing,developments,policy.",REAL
R061,New Report on Technology Breakthrough,"fund,leave,final,worker,matter,yourself.,science,family,laugh,throw.,fish,benefit,result,education,environmental.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R137,New Report on Education,"time,analysis,include,arm,real,picture.,experts,discuss,ongoing,developments,education.",REAL
R185,New Report on Technology Breakthrough,"popular,someone,wrong,hospital,call,game,source.,notice,work,growth,defense,mention,recent,study.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R204,New Report on Technology Breakthrough,"including,imagine,never.,size,different,face,building,available.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
F217,Immortal Jellyfish Confirmed by Sources,"person,better,impact,alone,choice,new,even.,help,look,example,single,president,activity.,indeed,sell,activity,exist,fine,position.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
F176,Miracle Drug Confirmed by Sources,"design,congress,worry,eight.,seek,line,contain.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R245,New Report on Technology Breakthrough,"tend,yes,bar,continue,field,staff.,personal,range,billion,short.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R104,New Report on Election,"forget,simple,subject,position.,child,citizen,project,kitchen,majority,dark,chance.,authority,spend,force,win.,experts,discuss,ongoing,developments,election.",REAL
F156,Flat Earth Confirmed by Sources,"sound,simple,week,use,discover.,conference,recently,student,hope,world.,—,shocking,claims,flat,earth,surface,internet.",FAKE
R194,New Report on Election,"tough,toward,avoid,commercial,deal.,list,attorney,its.,night,page,one.,wrong,executive,director,party,organization.,experts,discuss,ongoing,developments,election.",REAL
R161,New Report on Technology Breakthrough,"customer,perhaps,daughter,kitchen,approach.,material,entire,including.,sing,vote,bar,institution.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
F113,Immortal Jellyfish Confirmed by Sources,"field,present,organization,agent,until.,speak,campaign,happy,arm,trade.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
F150,Hoax Confirmed by Sources,"near,child,somebody,lose,toward.,hear,travel,lose,image,source.,—,shocking,claims,hoax,surface,internet.",FAKE
F047,Miracle Drug Confirmed by Sources,"candidate,close,program,protect.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
F008,Hoax Confirmed by Sources,"onto,story,ask,response,senior,keep,thousand.,determine,like,industry,computer,commercial,military.,—,shocking,claims,hoax,surface,internet.",FAKE
F229,Aliens Confirmed by Sources,"less,social,say,half,let.,happen,suddenly,lose,one,indicate,arm.,media,left,give,law.,—,shocking,claims,aliens,surface,internet.",FAKE
R001,New Report on Research,"figure,court,account,trial,hear,happy.,experts,discuss,ongoing,developments,research.",REAL
R241,New Report on Public Health,"year,gas,care,issue,interesting,condition.,painting,time,agreement,detail.,experts,discuss,ongoing,developments,public,health.",REAL
R198,New Report on Climate Change,"story,tonight,break,different,call.,experts,discuss,ongoing,developments,climate,change.",REAL
R229,New Report on Research,"build,send,like,because.,science,support.,experts,discuss,ongoing,developments,research.",REAL
R205,New Report on Public Health,"shoulder,sit,season,tend.,family,put,wonder,sure,tv.,vote,music,service,run,her.,defense,store,decision,including,he.,experts,discuss,ongoing,developments,public,health.",REAL
F123,Celebrity Scandal Confirmed by Sources,"hold,require,song.,life,event,personal,real.,agency,center,speech,direction,play,move,after.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
F043,Celebrity Scandal Confirmed by Sources,"speak,rock,time,stop,agent,fire,man.,teach,economic,job,nearly,production,production,ground.,upon,travel.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
F097,Celebrity Scandal Confirmed by Sources,"mind,morning,quite,pull,include.,child,minute,question.,class,blood,area,pass,charge,bill.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
R014,New Report on Research,"process,level,bar,part,mind.,maintain,travel,voice,fish,style,another.,agree,game,order,free,low,million,final.,experts,discuss,ongoing,developments,research.",REAL
F005,Flat Earth Confirmed by Sources,"exactly,staff,else,smile,side.,congress,newspaper,carry,building,whole.,ahead,evening,including,media,impact,often.,—,shocking,claims,flat,earth,surface,internet.",FAKE
R234,New Report on Research,"occur,create,without,born,top,institution.,understand,health,start,rich.,experts,discuss,ongoing,developments,research.",REAL
F143,Aliens Confirmed by Sources,"room,bill,moment,answer,responsibility.,whether,risk,still,treat.,—,shocking,claims,aliens,surface,internet.",FAKE
R073,New Report on Economic Growth,"hard,kitchen,new,represent.,lead,final,along,safe,public.,research,accept,ask,story,investment,simply.,experts,discuss,ongoing,developments,economic,growth.",REAL
R239,New Report on Education,"stay,leader,teach,team,democrat,cover.,likely,wrong,ago,voice.,produce,religious,whatever,parent.,experts,discuss,ongoing,developments,education.",REAL
F181,Aliens Confirmed by Sources,"city,beautiful,clearly,family,future.,cover,simple,school,rest,country,stop,lot.,carry,several,control,special,listen,deal.,—,shocking,claims,aliens,surface,internet.",FAKE
R138,New Report on Election,"see,resource,service,arm,much.,despite,development,maybe,fight,cold.,experts,discuss,ongoing,developments,election.",REAL
R172,New Report on Economic Growth,"explain,raise,good.,number,early,tv,director,charge,medical.,speech,compare,three,church,once.,experts,discuss,ongoing,developments,economic,growth.",REAL
R143,New Report on Policy,"fish,clearly,population,generation.,social,yet,defense,professional,time,decade.,experts,discuss,ongoing,developments,policy.",REAL
F166,Mind Control Confirmed by Sources,"statement,media,still,tree,learn.,require,try,citizen,argue,night,serious.,—,shocking,claims,mind,control,surface,internet.",FAKE
R003,New Report on Budget Report,"real,everything,story,movie.,city,accept,somebody,almost.,experts,discuss,ongoing,developments,budget,report.",REAL
R167,New Report on Climate Change,"certain,necessary,air,poor,drive,skin.,experts,discuss,ongoing,developments,climate,change.",REAL
R183,New Report on Climate Change,"recently,actually,address,long,reveal,continue,stand.,name,rate,five,front.,wait,approach,shoulder,history.,experts,discuss,ongoing,developments,climate,change.",REAL
R238,New Report on Technology Breakthrough,"choose,suddenly,enough,country.,experience,medical,ability.,human,including,various,manage,another,information.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R041,New Report on Election,"trip,product,thank,letter,seven,street.,experts,discuss,ongoing,developments,election.",REAL
F237,Government Cover-Up Confirmed by Sources,"speak,think,professor,rise,white,none,similar.,response,quickly,skin,together,act,bad,item,military.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
R086,New Report on Research,"speak,realize,player.,expect,word,end,local,role,feel.,experts,discuss,ongoing,developments,research.",REAL
R240,New Report on Policy,"watch,behavior,ok,natural,key.,ten,physical,yard,common.,eat,buy,fund,sister,show.,experts,discuss,ongoing,developments,policy.",REAL
R133,New Report on Public Health,"course,final,even,less.,experts,discuss,ongoing,developments,public,health.",REAL
F044,Hoax Confirmed by Sources,"answer,war,modern,pretty,service,process.,beat,money,consider,success,family,create.,—,shocking,claims,hoax,surface,internet.",FAKE
F125,Government Cover-Up Confirmed by Sources,"onto,bring,respond.,protect,college,beat.,prepare,feeling,economy,indeed,determine,certainly,woman.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
F165,Secret Cure Confirmed by Sources,"realize,attack,war,ok,information,mind,return.,home,community,table,visit,marriage,popular.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F137,Flat Earth Confirmed by Sources,"despite,design,outside.,—,shocking,claims,flat,earth,surface,internet.",FAKE
R088,New Report on Research,"boy,professor,training,mean,cover,security,sure.,medical,force,lawyer,impact,establish,seem.,experts,discuss,ongoing,developments,research.",REAL
R169,New Report on Technology Breakthrough,"something,kind,gun,work.,right,yet,best,indeed,local.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R193,New Report on Technology Breakthrough,"pressure,between.,year,suddenly.,one,offer,summer,single,weight,catch,day.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
F247,Mind Control Confirmed by Sources,"identify,picture,attack,human.,attorney,high,study,film,event.,receive,whose,term,mouth.,save,teach,anything,name,must.,—,shocking,claims,mind,control,surface,internet.",FAKE
R179,New Report on Technology Breakthrough,"remain,job,election,stuff,knowledge,president,challenge,knowledge.,everyone,believe,someone.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
F138,Immortal Jellyfish Confirmed by Sources,"public,military,bring,term.,artist,girl,necessary,news.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R017,New Report on Policy,"green,experience,media,leave,past,miss,hundred.,red,call,weight.,process,item,capital,interesting,green,relationship.,experts,discuss,ongoing,developments,policy.",REAL
F090,Mind Control Confirmed by Sources,"computer,else,behavior,plan,avoid.,sometimes,others,half.,—,shocking,claims,mind,control,surface,internet.",FAKE
F222,Mind Control Confirmed by Sources,"sister,water,bit,fish,specific,consider,state.,individual,spring,bring,attorney,field,sign.,—,shocking,claims,mind,control,surface,internet.",FAKE
R114,New Report on Climate Change,"dinner,third,word,you.,easy,speech,employee,hundred,movie,catch.,experts,discuss,ongoing,developments,climate,change.",REAL
F235,Celebrity Scandal Confirmed by Sources,"item,history,behind,player.,sit,able,read,how.,shake,yeah,recently,man,modern.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
F185,Hoax Confirmed by Sources,"couple,control,seven,walk,affect,however.,buy,almost,director,local,care.,—,shocking,claims,hoax,surface,internet.",FAKE
F221,Flat Earth Confirmed by Sources,"hold,year,fire,always,card,system,shoulder.,field,doctor,effect,girl.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F054,Secret Cure Confirmed by Sources,"practice,party,environment,mother,final,movement.,interesting,growth,need,part.,whatever,magazine.,foot,statement,guy,usually,sense.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R000,New Report on Public Health,"sit,serve,law,finally,space.,none,way,attack.,experts,discuss,ongoing,developments,public,health.",REAL
R178,New Report on Budget Report,"report,company,customer,prepare,be.,may,might,whose,keep,compare,resource.,experts,discuss,ongoing,developments,budget,report.",REAL
F006,Hoax Confirmed by Sources,"part,sort,green,number.,billion,marriage,animal,number,look,four,sort,amount.,child,cup,cold,left,half,good.,—,shocking,claims,hoax,surface,internet.",FAKE
F174,Secret Cure Confirmed by Sources,"later,pm,different,race,item.,along,sense,out.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R009,New Report on Election,"kitchen,clear,care,street,pass.,sport,sign,meet,talk.,threat,idea,per,religious,something.,experts,discuss,ongoing,developments,election.",REAL
R122,New Report on Economic Growth,"population,risk,recognize,take,meeting.,image,book,read,gas,condition,not.,method,front,story,share.,experts,discuss,ongoing,developments,economic,growth.",REAL
F189,Immortal Jellyfish Confirmed by Sources,"ball,level,road,interview,boy,growth.,data,front,federal,nation.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
R146,New Report on Technology Breakthrough,"letter,field,crime,before.,person,like,require,group,left,close,response.,ground,author,recent,production.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
R022,New Report on Climate Change,"expert,account,base,activity,sit,culture.,experts,discuss,ongoing,developments,climate,change.",REAL
F177,Aliens Confirmed by Sources,"many,enjoy,compare.,field,present,career,top,low,alone,miss.,—,shocking,claims,aliens,surface,internet.",FAKE
F021,Secret Cure Confirmed by Sources,"house,current,son,land,memory,drug,quality.,book,several,drive,second,specific,get.,staff,player,show,street.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R039,New Report on Economic Growth,"deal,audience,involve.,arrive,maintain,difference,threat,position,bar,near,since.,position,everything,stay.,experts,discuss,ongoing,developments,economic,growth.",REAL
F061,Miracle Drug Confirmed by Sources,"mind,suggest,yes.,star,think,enter,threat,police.,—,shocking,claims,miracle,drug,surface,internet.",FAKE
R057,New Report on Technology Breakthrough,"total,moment,reach,community.,listen,rather,finally,whether,year.,experts,discuss,ongoing,developments,technology,breakthrough.",REAL
F154,Immortal Jellyfish Confirmed by Sources,"garden,politics,responsibility,indeed,page,time.,window,brother,to.,nothing,serve,fine,cut,manage.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
F052,Mind Control Confirmed by Sources,"benefit,amount,finish,theory,create,hair,peace.,house,year,hospital,commercial,keep.,fill,support,design,project,candidate.,—,shocking,claims,mind,control,surface,internet.",FAKE
F124,Flat Earth Confirmed by Sources,"social,maintain,public,type,enough,traditional,data,until.,claim,talk,boy,ball,doctor,let.,reason,property,without,two,i.,—,shocking,claims,flat,earth,surface,internet.",FAKE
R071,New Report on Budget Report,"value,player,baby,man.,beautiful,heavy,rich.,experts,discuss,ongoing,developments,budget,report.",REAL
R152,New Report on Budget Report,"boy,order,friend,choose,stand,fast.,player,state,important,newspaper.,experts,discuss,ongoing,developments,budget,report.",REAL
F038,Mind Control Confirmed by Sources,"value,full,enough,best,difficult,mission.,rise,word,size,tv,maybe.,fear,east,blood,everything,this.,—,shocking,claims,mind,control,surface,internet.",FAKE
F101,Immortal Jellyfish Confirmed by Sources,"hit,door,staff.,—,shocking,claims,immortal,jellyfish,surface,internet.",FAKE
F203,Celebrity Scandal Confirmed by Sources,"road,century,ten,full,rather,street,model,this.,suggest,cause,feel,lot.,stock,seven,since.,—,shocking,claims,celebrity,scandal,surface,internet.",FAKE
F192,Government Cover-Up Confirmed by Sources,"learn,teach,throughout,industry,think,nature.,model,manager,article,chance,phone,sure.,either,story,able,us,run,stage,allow.,—,shocking,claims,government,cover-up,surface,internet.",FAKE
R189,New Report on Climate Change,"low,foot,good,forward,budget,source,education.,appear,identify,shake,option.,experts,discuss,ongoing,developments,climate,change.",REAL
R098,New Report on Election,"policy,exactly,treat.,girl,million,media,civil,seat,strong.,produce,may,laugh,field.,experts,discuss,ongoing,developments,election.",REAL
R149,New Report on Economic Growth,"end,explain,sense,base,simply,trip.,experts,discuss,ongoing,developments,economic,growth.",REAL
R046,New Report on Education,"finally,chair,agreement,best,boy,million.,old,field,consumer,fall,fly,far.,determine,behavior,which.,experts,discuss,ongoing,developments,education.",REAL
F055,Hoax Confirmed by Sources,"model,standard,reduce,light,color,debate.,easy,south,full,capital.,person,big,customer,town,visit,word.,either,morning,rule,hope,production,author.,—,shocking,claims,hoax,surface,internet.",FAKE
F159,Flat Earth Confirmed by Sources,"benefit,west,part.,wall,guy,talk,door,simple,describe,national,receive.,recognize,keep,listen,stop,fight.,—,shocking,claims,flat,earth,surface,internet.",FAKE
F083,Secret Cure Confirmed by Sources,"benefit,thousand,congress,lose,sing,list.,past,stage,suggest,newspaper,far,television.,—,shocking,claims,secret,cure,surface,internet.",FAKE
R109,New Report on Education,"source,part,hair.,fight,eat,imagine,seat.,anyone,police,meet,suggest.,experts,discuss,ongoing,developments,education.",REAL
R102,New Report on Climate Change,"bill,large,kid,pressure.,loss,marriage,thus,forget.,step,play,rich,probably,ok.,experts,discuss,ongoing,developments,climate,change.",REAL
R060,New Report on Election,"north,add,well,only.,final,husband,book,need,article,protect.,experts,discuss,ongoing,developments,election.",REAL
F085,Secret Cure Confirmed by Sources,"agent,on.,agreement,clearly,table,consider.,—,shocking,claims,secret,cure,surface,internet.",FAKE
F188,Hoax Confirmed by Sources,"beyond,drop,culture,note,expert.,—,shocking,claims,hoax,surface,internet.",FAKE
F131,Hoax Confirmed by Sources,"big,help,mrs,member,ok,woman,realize.,home,market,view,source,day.,hot,expect,little,how.,—,shocking,claims,hoax,surface,internet.",FAKE
R202,New Report on Public Health,"hear,identify,artist,condition,plan.,paper,argue,popular,bed.,door,cold,wide.,experts,discuss,ongoing,developments,public,health.",REAL
